text,label
five reasons to love fashion designer bibhu mohapatra,0
mtv's 'scream' trailer features a severed head in a hot tub,0
std had awesome time on spring break,1
gay marriage passes in 9 states after area homosexual dunks on regulation rim,1
sessions rattles baton along prison bars in speech vowing to crack down on violent crime,1
pastor always knew agnostic would come crawling back to church for wedding,1
report: many states still relying on outdated methods to disenfranchise voters,1
tasting your way around the wizarding world of harry potter - diagon alley,0
kerry vows to raise wife's taxes,1
tormund and the hound singing could melt the night king's icy heart,0
science teacher struggles to justify showing total recall,1
read live updates on the cnn democratic debate,0
"'wait, mr. bezos, you forgot your tax subsidy!' says andrew cuomo running behind limo",1
emma stone ruled the red carpet in a jumpsuit,0
daniel tosh chuckles through own violent rape,1
historians uncover evidence stonehenge once prominent druid make-out spot,1
snyder decides against endorsing trump for president,0
polish and irish soccer fans shame hooligans with heartwarming embrace,0
son possibly made withdrawal with dead mom,0
new report finds moving to isolated seaside cottage greatly increases productivity,1
ronnie wood says he worried it was 'time to say goodbye' after cancer diagnosis,0
earliest known t-shirt found,1
"2018 the year it all going to fall into place, delusional sources report",1
there can be dignity in the face of poverty,0
lgbt parenting: does every moment have to be a teaching moment?,0
adjusting several sliders on recording studio's mixing console pays off big time,1
'mad men' actor wants mississippi to find hope in his wedding,0
sight of o.j. simpson actually kind of comforting,1
report: shame of walking out without buying anything drives 90% of purchases at small businesses,1
"god pledges $5,000 for cancer research",1
mesmerizing deep ocean 'symphony' finally identified,0
nation mostly alarmed that government's top programs handled by 29-year-olds,1
frantic steve jobs stays up all night designing apple tablet,1
"grab your wine boxes, because 'will & grace' is back",0
doctors repeatedly overprescribe antibiotics and narcotics,0
"black, male, mad as hell",0
nba players #prayforpaulgeorge after horrific injury,0
dad frees up entire day to spend on quality father-grill bonding time,1
"to be a president for all americans, trump must address hate incidents committed in his name",0
university of missouri starts reviewing demands from student activists,0
"responsible, thoughtful nation decides to ignore charlie sheen situation",1
the unwinnable afghanistan war,0
2012 seniors thunder into high school's parking lot like coalition forces entering baghdad,1
cardboard snowflake half-heartedly masking-taped to break-room door,1
new study shows majority of late afternoon sleepiness at work caused by undetected carbon monoxide leak,1
"bear eats 20 pounds of dog food, promptly dozes off",0
is honolulu in for a disastrous flood?,0
should you be wearing underwear with your workout leggings?,0
stephen colbert nails the nra's complete hypocrisy in a single sentence,0
supreme leader khamenei says iranian nuclear weapons are a u.s. 'myth',0
area man fantasized about for one and only time in his life,1
nader polling at 8 percent among past supporters,1
"area man much happier, more relaxed since joining cult",1
child clinging to daddy's leg like it's helicopter evacuating saigon,1
man waiting in h&r block lobby nervously eyeing how much more paperwork everyone else brought,1
"chelsea clinton: 'my mother will shape this country into a strong, independent young woman'",1
network faces backlash after putting white woman in 'brownface' to appear muslim,0
donald trump rift not what paul ryan needed in middle of 14-day cleanse,1
republicans holding out hope new chief of staff can restore order to chaotic white house,0
"white house talks tough on iran, but suggests nuke deal is ok after all",0
these drag superstars are searching for the world's first drag supermonster,0
obama: iraq airstrikes not slippery slope to other humanitarian interventions,1
experts say breakfast now sixth most important meal of the day,1
nation celebrates awkward 'take your illegitimate daughter to work' day,1
"man who just bought mayan headdress, 4 crates of corn pretty sure you'll be looking like the fool when apocalypse happens",1
new 92-grain bread depletes majority of world's resources,1
john kelly roots out remaining priebus sympathizers hiding in tunnels throughout white house,1
mosul could be a make or break battle for iraq,0
11 camping essentials you'll actually use,0
6 summer salads you'll actually crave,0
'girls' producer: people are 'afraid' of lena dunham 'telling the truth',0
ulysses and the hedge trimmer,0
house of representatives magically switches bodies with senate,1
bertha cáceres: 'my mother's is not the first assassination. i don't want another',0
funniest parenting tweets: what moms and dads said on twitter this week,0
party host proudly informs guests they're eating shark,1
why the 99 percent keeps losing,0
report: those sensors that flush public toilets were also cameras this whole time,1
sex shop bathroom key attached to 18-inch double dildo,1
testing: enhanced interrogation in the classroom,0
"cult leader pretty cool, actually",1
holiday blues: spirituality to the rescue,0
pastor blasts trump's 'shithole' comments in front of mike pence,0
israeli strike kills prominent hezbollah members in syria,0
trump privately terrified his sexual assault victims will someday come forward,1
a different kind of mom,0
"passengers 'lashing out' at scott pruitt justify first-class travel, new epa memo says",0
kerry's face droops with joy over latest polls,1
really-loud-whistle guy takes every opportunity to whistle loudly,1
"gordon ramsay's 5 basic cooking lessons involve no anger, lots of helpful tips",0
